,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_name,track_name,album_name,popularity
0,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,audio_features,2GiJYvgVaD2HtM8GqD9EgQ,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,https://api.spotify.com/v1/tracks/2GiJYvgVaD2HtM8GqD9EgQ,https://api.spotify.com/v1/audio-analysis/2GiJYvgVaD2HtM8GqD9EgQ,218107,4,BØRNS,Electric Love,Dopamine,87
1,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,audio_features,6K4t31amVTZDgR3sKmwUJJ,spotify:track:6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/tracks/6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/audio-analysis/6K4t31amVTZDgR3sKmwUJJ,216320,4,Tame Impala,The Less I Know The Better,Currents,85
2,0.653,0.711,9,-6.454,1,0.0623,0.109,0.0,0.443,0.769,160.048,audio_features,2kzRSiyignH8yzPTrWvyPo,spotify:track:2kzRSiyignH8yzPTrWvyPo,https://api.spotify.com/v1/tracks/2kzRSiyignH8yzPTrWvyPo,https://api.spotify.com/v1/audio-analysis/2kzRSiyignH8yzPTrWvyPo,191320,4,Wiz Khalifa,No Sleep,Rolling Papers,66
3,0.744,0.614,1,-3.908,0,0.0838,0.00685,0.334,0.0708,0.774,131.994,audio_features,2idmlkd8oUaQvYEtINpLBX,spotify:track:2idmlkd8oUaQvYEtINpLBX,https://api.spotify.com/v1/tracks/2idmlkd8oUaQvYEtINpLBX,https://api.spotify.com/v1/audio-analysis/2idmlkd8oUaQvYEtINpLBX,383547,4,Yeah Yeah Yeahs,Heads Will Roll - A-Trak Remix,Heads Will Roll,63
4,0.672,0.762,8,-5.373,1,0.25,0.404,2.48e-06,0.146,0.704,77.051,audio_features,5PQhQUcdaUJy6t39LdOOX7,spotify:track:5PQhQUcdaUJy6t39LdOOX7,https://api.spotify.com/v1/tracks/5PQhQUcdaUJy6t39LdOOX7,https://api.spotify.com/v1/audio-analysis/5PQhQUcdaUJy6t39LdOOX7,113764,4,Grady,500 Days of Summer,500 Days of Summer,53
5,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,audio_features,48UPSzbZjgc449aqz8bxox,spotify:track:48UPSzbZjgc449aqz8bxox,https://api.spotify.com/v1/tracks/48UPSzbZjgc449aqz8bxox,https://api.spotify.com/v1/audio-analysis/48UPSzbZjgc449aqz8bxox,329733,4,Red Hot Chili Peppers,Californication,Californication (Deluxe Edition),81
6,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,audio_features,3d9DChrdc6BOeFsbrZ3Is0,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/tracks/3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/audio-analysis/3d9DChrdc6BOeFsbrZ3Is0,264307,4,Red Hot Chili Peppers,Under the Bridge,Blood Sugar Sex Magik (Deluxe Edition),81
7,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,audio_features,3ZOEytgrvLwQaqXreDs2Jx,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,https://api.spotify.com/v1/tracks/3ZOEytgrvLwQaqXreDs2Jx,https://api.spotify.com/v1/audio-analysis/3ZOEytgrvLwQaqXreDs2Jx,269000,4,Red Hot Chili Peppers,Can't Stop,By the Way (Deluxe Edition),80
8,0.65,0.493,11,-12.159,0,0.0473,0.0145,5.66e-05,0.104,0.831,177.503,audio_features,3xkG5WXCnSYxastDq3pmKn,spotify:track:3xkG5WXCnSYxastDq3pmKn,https://api.spotify.com/v1/tracks/3xkG5WXCnSYxastDq3pmKn,https://api.spotify.com/v1/audio-analysis/3xkG5WXCnSYxastDq3pmKn,270605,4,Daryl Hall & John Oates,Maneater,The Very Best of Daryl Hall / John Oates,37
9,0.565,0.564,2,-10.044,1,0.0292,0.161,0.0,0.114,0.454,134.355,audio_features,0jWgAnTrNZmOGmqgvHhZEm,spotify:track:0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/tracks/0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/audio-analysis/0jWgAnTrNZmOGmqgvHhZEm,295533,4,4 Non Blondes,What's Up?,"Bigger, Better, Faster, More !",78
10,0.757,0.367,5,-5.759,0,0.0354,0.736,0.0,0.157,0.681,96.008,audio_features,6CQaVuICm1WVXyy3SZ5jEI,spotify:track:6CQaVuICm1WVXyy3SZ5jEI,https://api.spotify.com/v1/tracks/6CQaVuICm1WVXyy3SZ5jEI,https://api.spotify.com/v1/audio-analysis/6CQaVuICm1WVXyy3SZ5jEI,233733,4,Amy Winehouse,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Back To Black: B-Sides,65
11,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,audio_features,7MRyJPksH3G2cXHN8UKYzP,spotify:track:7MRyJPksH3G2cXHN8UKYzP,https://api.spotify.com/v1/tracks/7MRyJPksH3G2cXHN8UKYzP,https://api.spotify.com/v1/audio-analysis/7MRyJPksH3G2cXHN8UKYzP,214733,4,Tom Petty and the Heartbreakers,American Girl,Tom Petty & The Heartbreakers,74
12,0.716,0.625,1,-11.369,0,0.0601,0.396,1.97e-05,0.134,0.826,125.276,audio_features,2BY7ALEWdloFHgQZG6VMLA,spotify:track:2BY7ALEWdloFHgQZG6VMLA,https://api.spotify.com/v1/tracks/2BY7ALEWdloFHgQZG6VMLA,https://api.spotify.com/v1/audio-analysis/2BY7ALEWdloFHgQZG6VMLA,186827,4,Looking Glass,Brandy (You're a Fine Girl),Looking Glass,74
13,0.537,0.355,0,-11.241,1,0.0363,0.357,0.0,0.132,0.39,113.994,audio_features,6rG4bDP9eK16QTtVQKw9zZ,spotify:track:6rG4bDP9eK16QTtVQKw9zZ,https://api.spotify.com/v1/tracks/6rG4bDP9eK16QTtVQKw9zZ,https://api.spotify.com/v1/audio-analysis/6rG4bDP9eK16QTtVQKw9zZ,214573,4,David Bowie,Changes - 1999 Remaster,Best of Bowie,40
14,0.421,0.671,2,-7.666,1,0.0482,0.0581,0.0,0.361,0.557,88.176,audio_features,0rNP4zt0ooyW9TayvYNMGp,spotify:track:0rNP4zt0ooyW9TayvYNMGp,https://api.spotify.com/v1/tracks/0rNP4zt0ooyW9TayvYNMGp,https://api.spotify.com/v1/audio-analysis/0rNP4zt0ooyW9TayvYNMGp,202440,4,Queen,Fat Bottomed Girls - Single Version,The Platinum Collection (Greatest Hits I II & III - 2011 Remaster),28
15,0.775,0.707,10,-5.339,0,0.152,0.397,0.0,0.874,0.78,104.979,audio_features,3gJDgenxLephg09x86IxPs,spotify:track:3gJDgenxLephg09x86IxPs,https://api.spotify.com/v1/tracks/3gJDgenxLephg09x86IxPs,https://api.spotify.com/v1/audio-analysis/3gJDgenxLephg09x86IxPs,244198,4,Joey Bada$$,TEMPTATION,ALL-AMERIKKKAN BADA$$,67
16,0.722,0.687,0,-5.189,1,0.0556,0.00949,0.00413,0.0462,0.619,128.013,audio_features,5PX4uS1LqlWEPL69phPVQQ,spotify:track:5PX4uS1LqlWEPL69phPVQQ,https://api.spotify.com/v1/tracks/5PX4uS1LqlWEPL69phPVQQ,https://api.spotify.com/v1/audio-analysis/5PX4uS1LqlWEPL69phPVQQ,373627,4,Kid Cudi,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),Pursuit Of Happiness [Extended Steve Aoki Remix (Explicit)],75
17,0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,audio_features,5619Ojc6t9evEEs3B7Drhe,spotify:track:5619Ojc6t9evEEs3B7Drhe,https://api.spotify.com/v1/tracks/5619Ojc6t9evEEs3B7Drhe,https://api.spotify.com/v1/audio-analysis/5619Ojc6t9evEEs3B7Drhe,179947,4,Metro Station,Shake It,Metro Station,71
18,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,audio_features,45sDIKapDyxPl307QpEAwl,spotify:track:45sDIKapDyxPl307QpEAwl,https://api.spotify.com/v1/tracks/45sDIKapDyxPl307QpEAwl,https://api.spotify.com/v1/audio-analysis/45sDIKapDyxPl307QpEAwl,211253,4,Far East Movement,Rocketeer,Free Wired,69
19,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,audio_features,22UDw8rSfLbUsaAGTXQ4Z8,spotify:track:22UDw8rSfLbUsaAGTXQ4Z8,https://api.spotify.com/v1/tracks/22UDw8rSfLbUsaAGTXQ4Z8,https://api.spotify.com/v1/audio-analysis/22UDw8rSfLbUsaAGTXQ4Z8,284733,4,Estelle,American Boy,Shine,78
20,0.689,0.521,0,-5.845,1,0.132,0.119,8.41e-05,0.108,0.178,95.055,audio_features,6TaqooOXAEcijL6G1AWS2K,spotify:track:6TaqooOXAEcijL6G1AWS2K,https://api.spotify.com/v1/tracks/6TaqooOXAEcijL6G1AWS2K,https://api.spotify.com/v1/audio-analysis/6TaqooOXAEcijL6G1AWS2K,229747,4,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),All My Friends (feat. Tinashe & Chance the Rapper),74
21,0.636,0.901,1,-7.094,0,0.118,0.119,0.0,0.391,0.836,162.994,audio_features,3uulVrxiI7iLTjOBZsaiF8,spotify:track:3uulVrxiI7iLTjOBZsaiF8,https://api.spotify.com/v1/tracks/3uulVrxiI7iLTjOBZsaiF8,https://api.spotify.com/v1/audio-analysis/3uulVrxiI7iLTjOBZsaiF8,165908,4,Mac Miller,Donald Trump,Donald Trump - Single,66
22,0.667,0.922,4,-4.857,0,0.128,0.0353,0.0,0.364,0.509,108.952,audio_features,3uYm4MtU6jUQft2DtGqEoZ,spotify:track:3uYm4MtU6jUQft2DtGqEoZ,https://api.spotify.com/v1/tracks/3uYm4MtU6jUQft2DtGqEoZ,https://api.spotify.com/v1/audio-analysis/3uYm4MtU6jUQft2DtGqEoZ,202807,4,Mac Miller,Knock Knock,Knock Knock - Single,70
23,0.439,0.808,1,-6.881,1,0.346,0.00305,0.0,0.439,0.487,82.962,audio_features,14blxrgE0VWAgv5aF2wWmx,spotify:track:14blxrgE0VWAgv5aF2wWmx,https://api.spotify.com/v1/tracks/14blxrgE0VWAgv5aF2wWmx,https://api.spotify.com/v1/audio-analysis/14blxrgE0VWAgv5aF2wWmx,207000,4,Kanye West,Good Life,Graduation,71
24,0.542,0.914,0,-4.747,0,0.113,0.0161,0.0,0.744,0.576,153.993,audio_features,2gZUPNdnz5Y45eiGxpHGSc,spotify:track:2gZUPNdnz5Y45eiGxpHGSc,https://api.spotify.com/v1/tracks/2gZUPNdnz5Y45eiGxpHGSc,https://api.spotify.com/v1/audio-analysis/2gZUPNdnz5Y45eiGxpHGSc,292093,4,Kanye West,POWER,My Beautiful Dark Twisted Fantasy,78
25,0.667,0.747,1,-7.059,1,0.189,0.337,0.0,0.115,0.918,86.917,audio_features,2ovQ5MCx91XVjgVWEPfvks,spotify:track:2ovQ5MCx91XVjgVWEPfvks,https://api.spotify.com/v1/tracks/2ovQ5MCx91XVjgVWEPfvks,https://api.spotify.com/v1/audio-analysis/2ovQ5MCx91XVjgVWEPfvks,203493,4,Kanye West,Homecoming,Graduation,71
26,0.849,0.823,4,-4.563,1,0.0441,0.0567,0.0,0.0855,0.846,135.929,audio_features,2Bb3mu3lfUrcRoTi3IcvQc,spotify:track:2Bb3mu3lfUrcRoTi3IcvQc,https://api.spotify.com/v1/tracks/2Bb3mu3lfUrcRoTi3IcvQc,https://api.spotify.com/v1/audio-analysis/2Bb3mu3lfUrcRoTi3IcvQc,241898,4,Big Boi,All Night,BOOMIVERSE,34
27,0.596,0.62,5,-6.133,0,0.039,0.0122,0.0,0.82,0.102,80.029,audio_features,2MIBAmYwiuGoKUlpq9B9sZ,spotify:track:2MIBAmYwiuGoKUlpq9B9sZ,https://api.spotify.com/v1/tracks/2MIBAmYwiuGoKUlpq9B9sZ,https://api.spotify.com/v1/audio-analysis/2MIBAmYwiuGoKUlpq9B9sZ,271600,4,Kanye West,Can't Tell Me Nothing,Graduation,72
28,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067,audio_features,4NTWZqvfQTlOMitlVn6tew,spotify:track:4NTWZqvfQTlOMitlVn6tew,https://api.spotify.com/v1/tracks/4NTWZqvfQTlOMitlVn6tew,https://api.spotify.com/v1/audio-analysis/4NTWZqvfQTlOMitlVn6tew,239613,4,Lupe Fiasco,The Show Goes On,Lasers,72
29,0.687,0.631,9,-5.612,1,0.129,0.063,0.0,0.108,0.853,186.071,audio_features,6XkuklKiHYVTlVvWlTgQYP,spotify:track:6XkuklKiHYVTlVvWlTgQYP,https://api.spotify.com/v1/tracks/6XkuklKiHYVTlVvWlTgQYP,https://api.spotify.com/v1/audio-analysis/6XkuklKiHYVTlVvWlTgQYP,192253,4,Kid Cudi,Erase Me - Main,Man On The Moon II: The Legend Of Mr. Rager,69
30,0.651,0.835,6,-5.768,1,0.0464,0.00359,0.0,0.118,0.87,150.058,audio_features,3F0xQdEqmXIbrYbtZ46InQ,spotify:track:3F0xQdEqmXIbrYbtZ46InQ,https://api.spotify.com/v1/tracks/3F0xQdEqmXIbrYbtZ46InQ,https://api.spotify.com/v1/audio-analysis/3F0xQdEqmXIbrYbtZ46InQ,204413,4,Bryce Vine,Guilty Pleasure,Lazy Fair,65
31,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,audio_features,5r5cp9IpziiIsR6b93vcnQ,spotify:track:5r5cp9IpziiIsR6b93vcnQ,https://api.spotify.com/v1/tracks/5r5cp9IpziiIsR6b93vcnQ,https://api.spotify.com/v1/audio-analysis/5r5cp9IpziiIsR6b93vcnQ,198440,4,Empire of the Sun,Walking On A Dream,Walking On A Dream (10th Anniversary Edition),76
32,0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059,audio_features,0N3W5peJUQtI4eyR6GJT5O,spotify:track:0N3W5peJUQtI4eyR6GJT5O,https://api.spotify.com/v1/tracks/0N3W5peJUQtI4eyR6GJT5O,https://api.spotify.com/v1/audio-analysis/0N3W5peJUQtI4eyR6GJT5O,234693,4,Kendrick Lamar,King Kunta,To Pimp A Butterfly,74
33,0.628,0.734,5,-6.035,0,0.13,0.0604,0.0,0.54,0.665,87.062,audio_features,4XseX48eNHfBNRzyCoBc9K,spotify:track:4XseX48eNHfBNRzyCoBc9K,https://api.spotify.com/v1/tracks/4XseX48eNHfBNRzyCoBc9K,https://api.spotify.com/v1/audio-analysis/4XseX48eNHfBNRzyCoBc9K,224082,4,Towkio,Heaven Only Knows,.WAV Theory,50
34,0.799,0.58,0,-8.152,0,0.0891,0.47,0.000183,0.154,0.601,95.039,audio_features,0z4zZNViQ01puQOlAFGGUy,spotify:track:0z4zZNViQ01puQOlAFGGUy,https://api.spotify.com/v1/tracks/0z4zZNViQ01puQOlAFGGUy,https://api.spotify.com/v1/audio-analysis/0z4zZNViQ01puQOlAFGGUy,208747,4,Electric Guest,Dollar,KIN,61
35,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,audio_features,2MbdDtCv5LUVjYy9RuGTgC,spotify:track:2MbdDtCv5LUVjYy9RuGTgC,https://api.spotify.com/v1/tracks/2MbdDtCv5LUVjYy9RuGTgC,https://api.spotify.com/v1/audio-analysis/2MbdDtCv5LUVjYy9RuGTgC,227478,4,Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",89
36,0.812,0.628,10,-6.164,0,0.0682,0.0634,0.0,0.254,0.485,123.004,audio_features,4PnNzWe1LJoAMD5j5RHpI0,spotify:track:4PnNzWe1LJoAMD5j5RHpI0,https://api.spotify.com/v1/tracks/4PnNzWe1LJoAMD5j5RHpI0,https://api.spotify.com/v1/audio-analysis/4PnNzWe1LJoAMD5j5RHpI0,207059,4,Joey Bada$$,DEVASTATED,ALL-AMERIKKKAN BADA$$,70
37,0.553,0.652,0,-6.685,1,0.206,0.0897,0.0,0.111,0.551,94.505,audio_features,6YbhspuOar1D9WSSnfe7ds,spotify:track:6YbhspuOar1D9WSSnfe7ds,https://api.spotify.com/v1/tracks/6YbhspuOar1D9WSSnfe7ds,https://api.spotify.com/v1/audio-analysis/6YbhspuOar1D9WSSnfe7ds,207347,4,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",Mac and Devin Go to High School (Music from and Inspired by the Movie),65
38,0.66,0.9,7,-5.02,1,0.14,0.0403,0.0,0.219,0.591,85.51,audio_features,28GUjBGqZVcAV4PHSYzkj2,spotify:track:28GUjBGqZVcAV4PHSYzkj2,https://api.spotify.com/v1/tracks/28GUjBGqZVcAV4PHSYzkj2,https://api.spotify.com/v1/audio-analysis/28GUjBGqZVcAV4PHSYzkj2,213253,4,B.o.B,So Good,Strange Clouds,64
39,0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053,audio_features,1IAzD1muglOxOcPbUHs70R,spotify:track:1IAzD1muglOxOcPbUHs70R,https://api.spotify.com/v1/tracks/1IAzD1muglOxOcPbUHs70R,https://api.spotify.com/v1/audio-analysis/1IAzD1muglOxOcPbUHs70R,249533,4,T.I.,Whatever You Like,Paper Trail,74
40,0.769,0.479,1,-5.339,1,0.0385,0.66,0.0,0.0914,0.803,96.051,audio_features,2Yer0p7uB2lVBUAtANuuQp,spotify:track:2Yer0p7uB2lVBUAtANuuQp,https://api.spotify.com/v1/tracks/2Yer0p7uB2lVBUAtANuuQp,https://api.spotify.com/v1/audio-analysis/2Yer0p7uB2lVBUAtANuuQp,164640,4,Social House,Magic In The Hamptons (feat. Lil Yachty),Magic In The Hamptons (feat. Lil Yachty),80
